fast_window,slow_window,split_idx,sharpe_ratio,total_return,max_drawdown,trade_count,dataset,selection_score,eligible_for_selection
24,48,0,-5.258662121260578,-0.18412843019874117,-0.23304019811384125,116,train,-0.18412843019874117,True
24,48,1,-7.582154593774206,-0.24583716685838147,-0.25800682149004317,116,train,-0.24583716685838147,True
24,48,2,-7.540138404069909,-0.24340398669055652,-0.25128685385631655,116,train,-0.24340398669055652,True
24,48,3,-7.6053746187824105,-0.2441116564969001,-0.25586958583902886,115,train,-0.2441116564969001,True
24,72,0,-3.55330511056092,-0.12979351038854714,-0.16697135231700044,82,train,-0.12979351038854714,True
24,72,1,-5.39313536391314,-0.18176812352880653,-0.19357352847403397,84,train,-0.18176812352880653,True
24,72,2,-5.305412206975276,-0.17855172689950166,-0.18930432244800321,84,train,-0.17855172689950166,True
24,72,3,-5.138484348330151,-0.1699610602221901,-0.18639577806529994,85,train,-0.1699610602221901,True
24,96,0,-2.406253105422092,-0.09111362834319857,-0.11232111874392958,65,train,-0.09111362834319857,True
24,96,1,-3.1121263270390465,-0.11063054700816292,-0.12584242718881122,65,train,-0.11063054700816292,True
24,96,2,-2.9027916793553503,-0.10359100719595074,-0.1166380219412686,64,train,-0.10359100719595074,True
24,96,3,-2.599002679993008,-0.09153808417249422,-0.12273500407261184,63,train,-0.09153808417249422,True
24,120,0,-2.204922435474105,-0.08353516147522885,-0.11074811401923679,63,train,-0.08353516147522885,True
24,120,1,-2.8464032621688893,-0.1010865021700729,-0.12057029473028058,62,train,-0.1010865021700729,True
24,120,2,-2.647827722335619,-0.09335278086956725,-0.1059490169391234,59,train,-0.09335278086956725,True
24,120,3,-2.2737240765201907,-0.07979328419643548,-0.09532785538504085,59,train,-0.07979328419643548,True
24,144,0,0.5333182791775262,0.01258652332291524,-0.09284801038168744,48,train,0.01258652332291524,True
24,144,1,-0.6305551580645222,-0.028632661667685737,-0.09284801038168966,49,train,-0.028632661667685737,True
24,144,2,-0.7518643295912806,-0.03225575840579359,-0.07885612601243874,50,train,-0.03225575840579359,True
24,144,3,-0.2311644375792011,-0.01404838415624522,-0.06580067217805008,49,train,-0.01404838415624522,True
24,168,0,2.1831981241883858,0.07550892493269248,-0.07467869840768049,39,train,0.07550892493269248,True
24,168,1,1.407530080660466,0.04455741802294472,-0.07467869840768326,39,train,0.04455741802294472,True
24,168,2,1.333792729746192,0.0412795015211218,-0.07357001075196068,39,train,0.0412795015211218,True
24,168,3,1.4129701306389688,0.0434951950194345,-0.0735700107519549,39,train,0.0434951950194345,True
24,192,0,2.157503133670607,0.0746721824732714,-0.08304008925795936,32,train,0.0746721824732714,True
24,192,1,1.4598701594338594,0.04662213554614323,-0.08304008925795148,32,train,0.04662213554614323,True
24,192,2,1.3750592424159853,0.04291357813942352,-0.07755897693861136,32,train,0.04291357813942352,True
24,192,3,1.8399151443805157,0.058776519684574056,-0.07755897693861269,31,train,0.058776519684574056,True
24,216,0,1.7427115609469488,0.058160131696971124,-0.07853938769993207,34,train,0.058160131696971124,True
24,216,1,0.36445328978631497,0.006394159946358286,-0.07770714904040721,34,train,0.006394159946358286,True
24,216,2,0.4495401227411291,0.009405502829555075,-0.07553862685040114,34,train,0.009405502829555075,True
24,216,3,0.9628993771930012,0.02721318920681233,-0.07553862685040302,33,train,0.02721318920681233,True
48,72,0,-1.487872085839811,-0.060855910054888565,-0.10307020982328186,73,train,-0.060855910054888565,True
48,72,1,-2.2394353524881243,-0.08408220904306506,-0.10307020982328774,74,train,-0.08408220904306506,True
48,72,2,-2.539308296062275,-0.09360907984307948,-0.10196415372353207,76,train,-0.09360907984307948,True
48,72,3,-2.4222159431960266,-0.08793757324287219,-0.11155612479302468,77,train,-0.08793757324287219,True
48,96,0,-3.340269755081142,-0.12448226795133087,-0.1601925821152569,62,train,-0.12448226795133087,True
48,96,1,-3.847263685039382,-0.1363225132976437,-0.1594310780286644,62,train,-0.1363225132976437,True
48,96,2,-4.031689510592082,-0.14152952166049249,-0.1532546688417965,61,train,-0.14152952166049249,True
48,96,3,-3.3743210296727506,-0.11780707645501513,-0.12871883718876764,61,train,-0.11780707645501513,True
48,120,0,-3.277345586002714,-0.12070007922931575,-0.15474099558251964,52,train,-0.12070007922931575,True
48,120,1,-3.1852577774075574,-0.11311226998975701,-0.15096083127193882,50,train,-0.11311226998975701,True
48,120,2,-2.812208955300542,-0.10000937939962455,-0.1240152316543276,48,train,-0.10000937939962455,True
48,120,3,-2.157033403597247,-0.07712715626797638,-0.09440508387365665,48,train,-0.07712715626797638,True
48,144,0,-0.5133801565218147,-0.025674194644583623,-0.11497801834874566,41,train,-0.025674194644583623,True
48,144,1,-1.3880931031556967,-0.05516681564563748,-0.11497801834874544,41,train,-0.05516681564563748,True
48,144,2,-1.2758521120608473,-0.05043812242113893,-0.08497622013427808,40,train,-0.05043812242113893,True
48,144,3,-0.7042932235330359,-0.030165490022069662,-0.08427746579351236,40,train,-0.030165490022069662,True
48,168,0,-0.12076642553198845,-0.01146260953160322,-0.12119681506717284,31,train,-0.01146260953160322,True
48,168,1,-0.9902382546590647,-0.041539132725907396,-0.12119681506716806,31,train,-0.041539132725907396,True
48,168,2,-0.7666740697752429,-0.03317362393169742,-0.10274187275071978,31,train,-0.03317362393169742,True
48,168,3,-0.22810139501912394,-0.014046751467115542,-0.08325102614441737,31,train,-0.014046751467115542,True
48,192,0,0.32869432602053206,0.005044035488805093,-0.11584249497074506,30,train,0.005044035488805093,True
48,192,1,-0.6488627665727666,-0.029794431256444567,-0.1158424949707404,30,train,-0.029794431256444567,True
48,192,2,-0.37231653164117157,-0.019626209638711544,-0.0946405329642791,30,train,-0.019626209638711544,True
48,192,3,0.1371685641360622,-0.0015158942912680685,-0.07359191995565184,30,train,-0.0015158942912680685,True
48,216,0,0.21259828472277495,0.0007606052567221013,-0.12569769507222517,28,train,0.0007606052567221013,True
48,216,1,-1.2570020362047472,-0.04999518119902871,-0.1204238559093247,28,train,-0.04999518119902871,True
48,216,2,-0.9699111415568272,-0.040212964997391853,-0.10703269375355362,28,train,-0.040212964997391853,True
48,216,3,-0.13402739112950307,-0.01074081905692833,-0.09262418399003991,26,train,-0.01074081905692833,True
72,96,0,-3.5088500026322937,-0.13261434173147746,-0.19984367797022506,64,train,-0.13261434173147746,True
72,96,1,-3.932097176691417,-0.14134892600215357,-0.1991236010215085,64,train,-0.14134892600215357,True
72,96,2,-4.180124496289912,-0.14868057507336244,-0.18908904495680523,65,train,-0.14868057507336244,True
72,96,3,-3.399911015505105,-0.12064064589887812,-0.1508410489349099,65,train,-0.12064064589887812,True
72,120,0,-1.4735652006526003,-0.060772835492814696,-0.14167134888328836,52,train,-0.060772835492814696,True
72,120,1,-1.71550836166442,-0.0661634776100409,-0.14167134888328436,52,train,-0.0661634776100409,True
72,120,2,-1.805323559248176,-0.06882506453322616,-0.13180429023165263,51,train,-0.06882506453322616,True
72,120,3,-0.71762414763041,-0.030685534969040303,-0.08771891076072758,50,train,-0.030685534969040303,True
72,144,0,-3.671094936404865,-0.13552420888672645,-0.18331510538534002,43,train,-0.13552420888672645,True
72,144,1,-3.9043894528525525,-0.13740152367471886,-0.18331510538534113,42,train,-0.13740152367471886,True
72,144,2,-3.4207676644255494,-0.1205468636041304,-0.16002322225634769,40,train,-0.1205468636041304,True
72,144,3,-3.0887246342128725,-0.10753281302679443,-0.13174542180596338,39,train,-0.10753281302679443,True
72,168,0,-1.5504806295585063,-0.0623317395835827,-0.1702323405478665,30,train,-0.0623317395835827,True
72,168,1,-2.5568309236894997,-0.09432581548044447,-0.1702323405478705,30,train,-0.09432581548044447,True
72,168,2,-2.4543576845471895,-0.08973856350588824,-0.15731865138555945,30,train,-0.08973856350588824,True
72,168,3,-2.084036161471399,-0.07584446556200612,-0.13015242241046454,29,train,-0.07584446556200612,True
72,192,0,-1.315986935524329,-0.054260860210465126,-0.15476885533743245,27,train,-0.054260860210465126,True
72,192,1,-2.3880664161298792,-0.08895888487513025,-0.15476885533743046,27,train,-0.08895888487513025,True
72,192,2,-2.2101876993134,-0.08199209641860011,-0.1390486016033582,27,train,-0.08199209641860011,True
72,192,3,-1.7070369176025666,-0.06371571309287413,-0.1106345503899887,26,train,-0.06371571309287413,True
72,216,0,0.09235903958117923,-0.0038131775199295817,-0.13401079119350778,24,train,-0.0038131775199295817,True
72,216,1,-1.2413342090141264,-0.05026274510893233,-0.1276907713458404,24,train,-0.05026274510893233,True
72,216,2,-1.0577545236803871,-0.043987201764969654,-0.11889650459938561,24,train,-0.043987201764969654,True
72,216,3,-0.5644278556393374,-0.02605161416330168,-0.10146868686792243,23,train,-0.02605161416330168,True
96,120,0,-4.166771108771155,-0.15071769511790672,-0.20177451206425656,59,train,-0.15071769511790672,True
96,120,1,-4.2557043390193545,-0.14737277035959176,-0.201774512064256,59,train,-0.14737277035959176,True
96,120,2,-4.421237079057532,-0.1510118136046749,-0.18582977769017306,57,train,-0.1510118136046749,True
96,120,3,-3.624825657902267,-0.12302880292482428,-0.14776599036343707,57,train,-0.12302880292482428,True
96,144,0,-4.478321922924272,-0.1622478161772425,-0.1896760625797267,45,train,-0.1622478161772425,True
